,row,plc,horseno,horse,jockey,trainer,actualwt,declarwt,draw,lbw,runningpos,finishtime,winodds,date,raceno,class,distance,going,handicap,course,stake,venue,horse_ch,jockey_ch,trainer_ch,class_ch,going_ch,handicap_ch,course_ch,venue_ch
13420,12,WV,,HELEN'S CHOICE(P185),H W Lai,K W Lui,114.0,1203.0,,---,,---,,2015-12-23,6,4,1200,GOOD,JUPITER HANDICAP,TURF - C COURSE,800000,Happy Valley,執子之手(P185),黎海榮,呂健威,1,好地,木星讓賽,草地 - C 賽道,跑馬地
13421,12,13,3.0,HIT A HOME RUN(N248),V Cheminaud,D J Hall,131.0,1094.0,2.0,4-1/2,8 9 13 13,1.23.90,27.0,2015-12-27,6,4,1400,GOOD,TAI TAN HANDICAP,TURF - A+3 COURSE,800000,Sha Tin,津津樂道(N248),湛明諾,賀賢,1,好地,大灘讓賽,草地 - A+3 賽道,沙田
13422,12,13,3.0,MASTER STEED(T320),Z Purton,C Fownes,131.0,1124.0,10.0,8-1/2,2 2 13,1.11.60,4.6,2016-01-01,6,4,1200,GOOD,MOUNT PARKER HANDICAP,TURF - B+2 COURSE,800000,Sha Tin,智勝明駒(T320),潘頓,方嘉柏,1,好地,柏架山讓賽,草地 - B+2 賽道,沙田
13423,12,WV,,PREMIUM CHAMPION(T187),G Benoist,C Fownes,133.0,1095.0,,---,,---,,2016-01-06,6,3,2200,GOOD,CLEVELAND HANDICAP,TURF - A COURSE,1165000,Happy Valley,進綵(T187),貝諾華,方嘉柏,2,好地,加寧讓賽,草地 - A 賽道,跑馬地
13424,12,13,12.0,MISTER MARC(P316),C Y Ho,Y S Tsui,116.0,1122.0,11.0,9-1/2,7 4 3 4 13,1.49.61,99.0,2016-01-09,6,4,1800,GOOD,KAM TSIN HANDICAP,TURF - C COURSE,800000,Sha Tin,故事(P316),何澤堯,徐雨石,1,好地,金錢讓賽,草地 - C 賽道,沙田
13425,12,13,5.0,LONDON CITY(T080),H N Wong,K L Man,120.0,1138.0,5.0,9,1 1 1 13,1.23.69,7.1,2016-01-17,6,4,1400,GOOD,NGA TSIN WAI HANDICAP,TURF - C+3 COURSE,800000,Sha Tin,旅英駿爵(T080),黃皓楠,文家良,1,好地,衙前圍讓賽,草地 - C+3 賽道,沙田
13426,12,13,14.0,ALL IS WELL(T240),K Teetan,S Woods,117.0,1039.0,13.0,8,14 14 14 13,1.24.08,99.0,2016-01-31,6,4,1400,GOOD,BEAUTY FLASH HANDICAP,TURF - A+3 COURSE,800000,Sha Tin,千杯晴(T240),田泰安,胡森,1,好地,締造美麗讓賽,草地 - A+3 賽道,沙田
13427,12,13,14.0,MALAYAN PEARL(N416),Y T Cheng,D Cruz,117.0,1188.0,14.0,10,14 14 14 13,1.37.05,99.0,2016-02-06,6,4,1600,GOOD,SHUI WO HANDICAP,TURF - B+2 COURSE,800000,Sha Tin,馬來之珍(N416),鄭雨滇,告達理,1,好地,瑞和讓賽,草地 - B+2 賽道,沙田
13428,12,13,13.0,EVERYONE'S CHOICE(P208),H W Lai,K L Man,115.0,1165.0,6.0,12-1/4,10 10 14 13,1.41.14,99.0,2016-02-14,6,4,1650,GOOD,PEACH BLOSSOM HANDICAP,ALL WEATHER TRACK,800000,Sha Tin,大眾良駒(P208),黎海榮,文家良,1,好地,桃花讓賽,全天候跑道,沙田
13429,12,WX-A,10.0,BULLISH SMART(S221),C Y Ho,A S Cruz,119.0,1109.0,,---,,---,,2016-03-20,6,2,1400,GOOD,VIVA PATACA HANDICAP,TURF - A COURSE,1650000,Sha Tin,牛精叻仔(S221),何澤堯,告東尼,1,好地,爆冷讓賽,草地 - A 賽道,沙田
13430,12,13,5.0,LUCKY OMENS(P146),D Whyte,R Gibson,126.0,1018.0,5.0,10-3/4,11 11 9 11 13,2.03.72,24.0,2016-03-28,6,3,2000,GOOD,THE HONG KONG LIONS CUP (HANDICAP),TURF - A+3 COURSE,1165000,Sha Tin,幸運勝利(P146),韋達,高伯新,2,好地,獅子會盃（讓賽）,草地 - A+3 賽道,沙田
13431,12,13,2.0,HEARTS KEEPER(N360),D Whyte,D E Ferraris,132.0,1223.0,9.0,9,14 14 13,0.58.50,76.0,2016-04-10,6,4,1000,GOOD TO YIELDING,DONGZHIMEN HANDICAP,TURF - C COURSE,800000,Sha Tin,頌友(N360),韋達,霍利時,1,好地至黏地,東直門讓賽,草地 - C 賽道,沙田
13432,12,13,9.0,HAR HAR CHARMING(S440),M L Yeung,T P Yung,120.0,1123.0,4.0,14-1/2,13 13 13 13,1.24.54,99.0,2016-04-16,6,4,1400,GOOD TO FIRM,THE EQUESTRIAN FUN HANDICAP,TURF - C+3 COURSE,800000,Sha Tin,哈哈其妙(S440),楊明綸,容天鵬,1,好地至快地,馬術樂繽紛讓賽,草地 - C+3 賽道,沙田
13433,12,13,12.0,HAPPY THREE(V162),O Bosson,D E Ferraris,122.0,1262.0,12.0,19-3/4,13 13 11 13,1.40.53,99.0,2016-04-24,6,4,1600,GOOD TO YIELDING,AUDEMARS PIGUET MILLENARY HANDICAP,TURF - A COURSE,800000,Sha Tin,歡樂三笑(V162),寶遜,霍利時,1,好地至黏地,愛彼ＭＩＬＬＥＮＡＲＹ讓賽,草地 - A 賽道,沙田
13434,12,13,5.0,BRAVE KNIGHT(T226),T H So,L Ho,129.0,1149.0,2.0,8,10 14 13,1.11.39,99.0,2016-05-01,6,4,1200,GOOD,ARCTIC OCEAN HANDICAP,TURF - B COURSE,800000,Sha Tin,星心英雄(T226),蘇狄雄,何良,1,好地,北冰洋讓賽,草地 - B 賽道,沙田
13435,12,13,14.0,ENREACHING(V291),K Teetan,J Size,113.0,1087.0,3.0,9-3/4,11 11 13,0.58.25,99.0,2016-05-14,6,3,1000,GOOD,POK FU LAM PUBLIC RIDING SCHOOL HANDICAP,TURF - C+3 COURSE,1165000,Sha Tin,安友(V291),田泰安,蔡約翰,1,好地,薄扶林公眾騎術學校讓賽,草地 - C+3 賽道,沙田
13436,12,13,8.0,ROYAL SPIRIT(T257),C K Tong,C W Chang,123.0,1024.0,14.0,8-3/4,12 10 11 13,1.23.59,99.0,2016-05-22,6,4,1400,GOOD TO FIRM,LIBERATOR HANDICAP,TURF - A COURSE,800000,Sha Tin,聖海(T257),湯智傑,鄭俊偉,1,好地至快地,智多飛讓賽,草地 - A 賽道,沙田
13437,12,13,8.0,SIGHT SEEING(S291),O Bosson,W Y So,126.0,1099.0,14.0,17-1/4,13 14 14 13,1.24.43,99.0,2016-05-29,6,4,1400,GOOD,KAU TO SHAN HANDICAP,TURF - A+3 COURSE,800000,Sha Tin,笑眼光(S291),寶遜,蘇偉賢,1,好地,九肚山讓賽,草地 - A+3 賽道,沙田
13438,12,13,12.0,SALSA BROTHERS(V022),K C Ng,C S Shum,112.0,1077.0,12.0,8,12 13 13,1.10.95,99.0,2016-06-05,6,3,1200,GOOD,HKU FACULTIES OF LAW AND SOCIAL SCIENCES HANDICAP,TURF - B+2 COURSE,1165000,Sha Tin,瀟洒兄弟(V022),吳嘉晉,沈集成,1,好地,港大法律學院與社會科學學院讓賽,草地 - B+2 賽道,沙田
13439,12,13,8.0,FUN MANAGER(V220),H N Wong,C H Yip,110.0,1056.0,8.0,9,9 11 13,0.57.26,99.0,2016-07-01,6,3,1000,GOOD TO FIRM,TEAM SPIRIT HANDICAP,TURF - A+3 COURSE,1165000,Sha Tin,滿貫中環(V220),黃皓楠,葉楚航,1,好地至快地,團隊精神讓賽,草地 - A+3 賽道,沙田
13440,12,13,4.0,CALL ME AWESOME(V340),K C Leung,Y S Tsui,122.0,1162.0,1.0,12-1/4,1 2 13,1.10.99,7.0,2016-10-01,6,3,1200,GOOD,SHANGHAI HANDICAP,TURF - A+3 COURSE,1235000,Sha Tin,再創商機(V340),梁家俊,徐雨石,1,好地,上海讓賽,草地 - A+3 賽道,沙田
13441,12,13,2.0,DASHING KING(T297),N Callan,Y S Tsui,130.0,1109.0,13.0,10-1/2,1 1 1 13,1.40.90,30.0,2016-10-08,6,3,1650,GOOD,PING SHAN HANDICAP,ALL WEATHER TRACK,1235000,Sha Tin,飛皇騰達(T297),郭能,徐雨石,1,好地,屏山讓賽,全天候跑道,沙田
13442,12,13,4.0,CAPE THE FAITH(V349),O Doleuze,C Fownes,128.0,1070.0,1.0,15-1/2,10 11 13,1.11.30,99.0,2016-10-23,6,3,1200,GOOD,A. LANGE & SOHNE EXCELLENT HANDICAP,TURF - A COURSE,1235000,Sha Tin,銳闖(V349),杜利萊,方嘉柏,1,好地,Ａ. ＬＡＮＧＥ　＆　ＳＯＨＮＥ卓越讓賽,草地 - A 賽道,沙田
13443,12,WV,,AUTUMN GOLD(P044),N Callan,D E Ferraris,126.0,1017.0,,---,,---,,2016-11-02,6,4,1800,GOOD,TIN HA SHAN HANDICAP,ALL WEATHER TRACK,840000,Sha Tin,金秋(P044),郭能,霍利時,1,好地,田下山讓賽,全天候跑道,沙田
13444,12,13,10.0,BLAZING PASS(T108),K Teetan,A S Cruz,120.0,1070.0,10.0,7-3/4,14 14 14 13,1.36.73,19.0,2016-11-27,6,4,1600,GOOD,CHEVALIER ENVIRONMENTAL ENGINEERING HANDICAP,TURF - C COURSE,840000,Sha Tin,駟寶(T108),田泰安,告東尼,1,好地,其士環保工程讓賽,草地 - C 賽道,沙田
13445,12,13,4.0,GALLANT ROCK(S240),H T Mo,A T Millard,117.0,1183.0,5.0,10,1 5 13,0.58.42,37.0,2016-12-04,6,3,1000,GOOD TO FIRM,THE PENINSULA GOLDEN JUBILEE CHALLENGE CUP (HANDICAP),TURF - C+3 COURSE,1235000,Sha Tin,快寶駒(S240),巫顯東,苗禮德,1,好地至快地,半島金禧挑戰盃（讓賽）,草地 - C+3 賽道,沙田
13446,12,13,7.0,GLACIER BLUE(P062),M Chadwick,R Gibson,124.0,1125.0,6.0,10,14 14 14 13,1.24.43,87.0,2016-12-17,6,4,1400,GOOD TO FIRM,LUKFOOK JEWELLERY GOLD CHARISMA COLLECTION HANDICAP,TURF - C+3 COURSE,840000,Sha Tin,藍雪山(P062),蔡明紹,高伯新,1,好地至快地,六福珠寶金飾魅力系列讓賽,草地 - C+3 賽道,沙田
13447,12,13,7.0,WAH MAY BABY(S247),K C Ng,A S Cruz,118.0,1142.0,10.0,8-1/4,3 1 2 13,1.23.63,15.0,2017-01-08,6,3,1400,GOOD TO FIRM,PEONY HANDICAP,TURF - C COURSE,1235000,Sha Tin,華美之寶(S247),吳嘉晉,告東尼,1,好地至快地,牡丹讓賽,草地 - C 賽道,沙田
13448,12,WV,,NO MONEY NO TALK(S404),K C Ng,D J Hall,118.0,1124.0,,---,,---,,2017-01-11,6,3,1000,GOOD,FU SHAN HANDICAP,TURF - B COURSE,1235000,Happy Valley,忠心義氣(S404),吳嘉晉,賀賢,1,好地,富山讓賽,草地 - B 賽道,跑馬地
13449,12,13,10.0,SKY TREASURE(V401),H W Lai,Y S Tsui,125.0,1060.0,3.0,20,6 5 10 13,1.26.05,99.0,2017-01-14,6,4,1400,GOOD,TSUNG PAK LONG HANDICAP,TURF - C+3 COURSE,840000,Sha Tin,天賜寶(V401),黎海榮,徐雨石,1,好地,松柏朗讓賽,草地 - C+3 賽道,沙田
13450,12,13,14.0,CARE FREE PRINCE(V069),A Badel,K L Man,117.0,1124.0,12.0,22,5 5 10 13,1.41.59,11.0,2017-01-18,6,3,1650,GOOD,HONG KONG PARK HANDICAP,ALL WEATHER TRACK,1235000,Sha Tin,瀟灑王子(V069),巴度,文家良,1,好地,香港公園讓賽,全天候跑道,沙田
13451,12,13,12.0,JOYFUL PARK(S382),C Schofield,T P Yung,120.0,1248.0,5.0,14-3/4,7 6 7 13,1.40.53,63.0,2017-03-01,6,3,1650,GOOD,KESTREL HANDICAP,ALL WEATHER TRACK,1235000,Sha Tin,幸福一生(S382),史卓豐,容天鵬,1,好地,紅隼讓賽,全天候跑道,沙田
13452,12,13,5.0,FURLONG DRAGON(A034),U Rispoli,Y S Tsui,125.0,1037.0,5.0,15-3/4,1 1 2 13,1.24.54,90.0,2017-03-05,6,4,1400,GOOD TO FIRM,MACAU-TAIPA BRIDGE HANDICAP,TURF - C COURSE,840000,Sha Tin,馬化龍(A034),李寶利,徐雨石,1,好地至快地,澳氹大橋讓賽,草地 - C 賽道,沙田
13453,12,13,11.0,SKY TREASURE(V401),H N Wong,Y S Tsui,114.0,1068.0,7.0,12,8 14 13,1.12.11,99.0,2017-03-26,6,4,1200,GOOD,GLENEALY HANDICAP,TURF - A+3 COURSE,840000,Sha Tin,天賜寶(V401),黃皓楠,徐雨石,1,好地,己連拿利讓賽,草地 - A+3 賽道,沙田
13454,12,13,13.0,AH BO(P295),J Moreira,A T Millard,118.0,1136.0,8.0,8-1/2,9 11 12 13,1.23.84,12.0,2017-04-02,6,4,1400,GOOD TO FIRM,PORT SHELTER HANDICAP,TURF - B+2 COURSE,840000,Sha Tin,雅寳(P295),莫雷拉,苗禮德,1,好地至快地,牛尾海讓賽,草地 - B+2 賽道,沙田
13455,12,13,5.0,ROYALE ELEGANCE(S098),A Sanna,T K Ng,126.0,1089.0,5.0,23-1/2,10 5 8 13,1.27.76,35.0,2017-07-16,6,4,1400,GOOD TO YIELDING,SIGHT WINNER HANDICAP,TURF - C COURSE,840000,Sha Tin,八心之煌(S098),沈拿,吳定強,1,好地至黏地,勝眼光讓賽,草地 - C 賽道,沙田
13456,12,WV,,AGIAAL(N177),Y T Cheng,A Schutz,116.0,1091.0,,---,,---,,2015-06-03,7,3,1650,GOOD TO FIRM,VIOLET HILL HANDICAP,TURF - A COURSE,1060000,Happy Valley,強中堅(N177),鄭雨滇,孫達志,1,好地至快地,紫羅蘭山讓賽,草地 - A 賽道,跑馬地
13457,12,13,2.0,PRINCE FALCON(T144),N Rawiller,J Moore,132.0,1037.0,1.0,16-3/4,13 13 13 13,1.23.58,65.0,2015-06-14,7,3,1400,GOOD TO FIRM,VACHERON CONSTANTIN HANDICAP,TURF - B+2 COURSE,1060000,Sha Tin,太皇鷹(T144),羅理雅,約翰摩亞,1,好地至快地,ＶＡＣＨＥＲＯＮ　ＣＯＮＳＴＡＮＴＩＮ讓賽,草地 - B+2 賽道,沙田
13458,12,WV,,FREE NOVEMBER(T123),M Chadwick,R Gibson,122.0,,,---,,---,,2015-06-21,7,3,1200,YIELDING,DERBY RESTAURANT & BAR HANDICAP,TURF - C COURSE,1060000,Sha Tin,自由哥(T123),蔡明紹,高伯新,1,黏地,打吡餐廳及酒吧讓賽,草地 - C 賽道,沙田
13459,12,13,13.0,RED PEONY(T014),M Chadwick,S Woods,116.0,1088.0,2.0,11,9 8 11 13,1.23.32,60.0,2015-06-27,7,3,1400,GOOD TO FIRM,THE HONG KONG RIDING FOR THE DISABLED ASSOCIATION CUP (HANDICAP),TURF - C+3 COURSE,1060000,Sha Tin,紅牡丹(T014),蔡明紹,胡森,1,好地至快地,香港傷健策騎協會盃（讓賽）,草地 - C+3 賽道,沙田
13460,12,13,12.0,OCEAN POWER(P240),H W Lai,P F Yiu,119.0,1018.0,2.0,5-1/2,8 10 13 14 13,2.05.19,12.0,2015-07-01,7,4,2000,GOOD TO FIRM,RACING GOES ON HANDICAP,TURF - A COURSE,760000,Sha Tin,海洋活力(P240),黎海榮,姚本輝,2,好地至快地,馬照跑讓賽,草地 - A 賽道,沙田
13461,12,13,11.0,GRACEFUL KINGDOM(P145),C K Tong,P F Yiu,114.0,1166.0,11.0,9,11 11 14 13,1.23.39,99.0,2015-07-05,7,3,1400,GOOD TO FIRM,PAK SHA O HANDICAP,TURF - A+3 COURSE,1060000,Sha Tin,信是有緣(P145),湯智傑,姚本輝,1,好地至快地,白沙澳讓賽,草地 - A+3 賽道,沙田
13462,12,WV,,LIGHTNING AND GOLD(P354),W M Lai,C H Yip,114.0,1026.0,,---,,---,,2015-07-08,7,4,1650,GOOD TO FIRM,MAVERICK STAR HANDICAP,TURF - A COURSE,760000,Happy Valley,神電金剛(P354),賴維銘,葉楚航,1,好地至快地,開心之星讓賽,草地 - A 賽道,跑馬地
13463,12,13,12.0,THE PALADIN(T328),C Y Ho,C Fownes,117.0,1048.0,12.0,11-1/4,14 14 14 13,1.23.55,99.0,2015-07-12,7,4,1400,GOOD TO FIRM,MIRACULOUS HANDICAP,TURF - B+2 COURSE,760000,Sha Tin,星運武士(T328),何澤堯,方嘉柏,1,好地至快地,叫關領讓賽,草地 - B+2 賽道,沙田
13464,12,13,14.0,REAL FIT(P418),T H So,A S Cruz,116.0,1065.0,5.0,8-1/2,6 10 13,0.57.78,99.0,2015-10-18,7,3,1000,GOOD TO FIRM,TSUEN FU HANDICAP,TURF - C+3 COURSE,1165000,Sha Tin,一定旺(P418),蘇狄雄,告東尼,1,好地至快地,荃富讓賽,草地 - C+3 賽道,沙田
13465,12,13,7.0,TRAVEL AMBASSADOR(T113),D Whyte,R Gibson,126.0,1174.0,10.0,7-1/4,11 11 12 13,1.36.93,3.5,2015-10-25,7,3,1600,GOOD TO FIRM,JAEGER-LECOULTRE EXCELLENT HANDICAP,TURF - A COURSE,1165000,Sha Tin,旅遊大使(T113),韋達,高伯新,1,好地至快地,ＪＡＥＧＥＲ－ＬＥＣＯＵＬＴＲＥ卓越讓賽,草地 - A 賽道,沙田
13466,12,13,14.0,ORACLE(N115),Y T Cheng,D Cruz,115.0,1082.0,6.0,8-3/4,8 10 11 13,1.23.91,64.0,2015-11-08,7,4,1400,GOOD,KATE HANDICAP,TURF - C+3 COURSE,800000,Sha Tin,摯跑得(N115),鄭雨滇,告達理,1,好地,ＫＡＴＥ讓賽,草地 - C+3 賽道,沙田
13467,12,WV,,CALIFORNIA BOUNTY(P222),K C Ng,A S Cruz,121.0,1032.0,,---,,---,,2015-11-11,7,2,1000,GOOD,THE AMERICAN CLUB CHALLENGE CUP (HANDICAP),TURF - B COURSE,1650000,Happy Valley,加州金獎(P222),吳嘉晉,告東尼,1,好地,美國會所挑戰盃（讓賽）,草地 - B 賽道,跑馬地
13468,12,13,5.0,CHATER ROCK(S223),D Whyte,D E Ferraris,124.0,1081.0,7.0,8-1/2,8 9 13,0.58.18,11.0,2015-11-14,7,3,1000,GOOD,PANASONIC HEAD SPA HANDICAP,TURF - A+3 COURSE,1165000,Sha Tin,金獅福將(S223),韋達,霍利時,1,好地,ＰＡＮＡＳＯＮＩＣ鴻運當頭洗頭寶讓賽,草地 - A+3 賽道,沙田
13469,12,13,5.0,KING OF MONGOLIA(S414),R Fourie,D Cruz,127.0,1094.0,3.0,7-1/4,6 6 8 13,1.23.21,10.0,2015-11-29,7,3,1400,GOOD,CHEVALIER LIFTS & ESCALATORS HANDICAP,TURF - C COURSE,1165000,Sha Tin,精壯神駿(S414),霍勵賢,告達理,1,好地,其士電梯讓賽,草地 - C 賽道,沙田
13470,12,13,12.0,SECRET SHAM(P174),D Oliver,J Moore,126.0,1157.0,6.0,11,1 1 1 13,1.35.66,99.0,2015-12-13,7,1,1600,GOOD,THE LONGINES HONG KONG MILE,TURF - A COURSE,23000000,Sha Tin,風花雪月(P174),岳禮華,約翰摩亞,1,好地,浪琴表香港一哩錦標,草地 - A 賽道,沙田
13471,12,13,3.0,MASSIVE MILLENNIUM(T381),R Fourie,D E Ferraris,129.0,1159.0,4.0,8-1/4,3 3 4 13,1.23.46,99.0,2015-12-27,7,3,1400,GOOD,PAK TAM CHUNG HANDICAP,TURF - A+3 COURSE,1165000,Sha Tin,大龍騰(T381),霍勵賢,霍利時,1,好地,北潭涌讓賽,草地 - A+3 賽道,沙田
13472,12,13,3.0,MEGATRON(V119),Y T Cheng,P F Yiu,123.0,1113.0,2.0,9-1/2,9 11 13,1.11.20,99.0,2016-01-01,7,3,1200,GOOD,TAI MO SHAN HANDICAP,TURF - B+2 COURSE,1165000,Sha Tin,威震天(V119),鄭雨滇,姚本輝,1,好地,大帽山讓賽,草地 - B+2 賽道,沙田
13473,12,WV,,BORNTOACHIEVE(T313),R Moore,T P Yung,130.0,1090.0,,---,,---,,2016-01-17,7,3,1200,WET SLOW,SA PO HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,老友記(T313),莫雅,容天鵬,1,濕慢地,沙浦讓賽,全天候跑道,沙田
13474,12,13,7.0,POWER DRAGON(V129),N Callan,C H Yip,122.0,1125.0,5.0,8,8 9 13,1.11.67,50.0,2016-01-24,7,3,1200,GOOD,TIN SHUI WAI HANDICAP,TURF - A COURSE,1165000,Sha Tin,宸龍(V129),郭能,葉楚航,1,好地,天水圍讓賽,草地 - A 賽道,沙田
13475,12,WV,5.0,LUCKY NINE(L259),C Y Ho,C Fownes,126.0,1099.0,,---,,---,,2016-01-31,7,1,1200,GOOD,THE CENTENARY SPRINT CUP,TURF - A+3 COURSE,8000000,Sha Tin,天久(L259),何澤堯,方嘉柏,1,好地,百週年紀念短途盃,草地 - A+3 賽道,沙田
13476,12,WV,,SILLY BUDDIES(S054),B Prebble,J Size,132.0,1076.0,,---,,---,,2016-02-06,7,3,1200,GOOD,HOI YUEN HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,劍飛聲(S054),柏寶,蔡約翰,1,好地,開源讓賽,全天候跑道,沙田
13477,12,WV,,GREAT RUN(P223),M Chadwick,A T Millard,117.0,1120.0,,---,,---,,2016-03-02,7,3,1200,GOOD,SO KON PO HANDICAP,TURF - C+3 COURSE,1165000,Happy Valley,大將風馳(P223),蔡明紹,苗禮德,1,好地,掃桿埔讓賽,草地 - C+3 賽道,跑馬地
13478,12,13,2.0,GLOBE TROTTER(T387),G Lerena,D Cruz,132.0,1126.0,4.0,11-1/2,1 1 1 13,1.24.10,37.0,2016-03-06,7,4,1400,GOOD,LOTUS BRIDGE HANDICAP,TURF - C COURSE,800000,Sha Tin,飛馬看花(T387),雷景勳,告達理,1,好地,蓮花大橋讓賽,草地 - C 賽道,沙田
13479,12,13,12.0,POWER DRAGON(V129),K C Ng,C H Yip,112.0,1120.0,4.0,7-1/4,11 12 13,0.57.99,99.0,2016-03-13,7,3,1000,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - C+3 COURSE,1165000,Sha Tin,宸龍(V129),吳嘉晉,葉楚航,1,好地,九龍木球會百週年紀念盃（讓賽）,草地 - C+3 賽道,沙田
13480,12,13,7.0,YOUNG RANGER(S435),Z Purton,C S Shum,124.0,1144.0,11.0,16-3/4,13 12 12 13,1.41.44,5.5,2016-04-06,7,3,1650,GOOD,PORT SHELTER HANDICAP,ALL WEATHER TRACK,1165000,Sha Tin,競駿高飛(S435),潘頓,沈集成,1,好地,牛尾海讓賽,全天候跑道,沙田
13481,12,13,7.0,FLYING MACHINE(T413),N Rawiller,W Y So,125.0,1059.0,12.0,15-3/4,9 10 12 14 13,1.50.57,99.0,2016-04-16,7,4,1800,GOOD TO FIRM,THE COMMUNITY TEAM SPORTS HANDICAP,TURF - C+3 COURSE,800000,Sha Tin,識飛(T413),羅理雅,蘇偉賢,1,好地至快地,社區跑跳碰讓賽,草地 - C+3 賽道,沙田
13482,12,13,12.0,WINNING STAR(T221),H W Lai,L Ho,118.0,1010.0,5.0,20-1/2,10 11 14 13,1.27.06,99.0,2016-04-24,7,3,1400,YIELDING,AUDEMARS PIGUET LADY MILLENARY HANDICAP,TURF - A COURSE,1165000,Sha Tin,榮達之寶(T221),黎海榮,何良,1,黏地,愛彼ＬＡＤＹ　ＭＩＬＬＥＮＡＲＹ讓賽,草地 - A 賽道,沙田
13483,12,13,4.0,PENIAPHOBIA(S143),M Chadwick,A S Cruz,126.0,1138.0,8.0,7-1/4,2 1 13,1.09.84,20.0,2016-05-01,7,1,1200,GOOD,THE CHAIRMAN'S SPRINT PRIZE,TURF - B COURSE,10000000,Sha Tin,幸福指數(S143),蔡明紹,告東尼,1,好地,主席短途獎,草地 - B 賽道,沙田
13484,12,13,6.0,LORD SINCLAIR(N447),K Teetan,S Woods,131.0,1152.0,5.0,16-1/2,9 10 12 13,1.40.36,15.0,2016-05-14,7,3,1650,WET SLOW,THE HONG KONG RIDING FOR THE DISABLED ASSOCIATION CUP (HANDICAP),ALL WEATHER TRACK,1165000,Sha Tin,左右逢源(N447),田泰安,胡森,1,濕慢地,香港傷健策騎協會盃（讓賽）,全天候跑道,沙田
13485,12,13,10.0,YOU HAVE MY WORD(V149),K C Leung,T P Yung,120.0,1108.0,13.0,11,14 14 13 14 13,1.48.65,99.0,2016-05-22,7,3,1800,GOOD TO FIRM,MR MEDICI HANDICAP,TURF - A COURSE,1165000,Sha Tin,千金一諾(V149),梁家俊,容天鵬,1,好地至快地,好先生讓賽,草地 - A 賽道,沙田
13486,12,13,4.0,EASY TOUCH(V269),Z Purton,C S Shum,127.0,1241.0,4.0,14,3 4 13,0.58.08,10.0,2016-05-29,7,3,1000,GOOD,EAGLE'S NEST HANDICAP,TURF - A+3 COURSE,1165000,Sha Tin,按得贏(V269),潘頓,沈集成,1,好地,尖山讓賽,草地 - A+3 賽道,沙田
13487,12,13,4.0,MODERN TSAR(S167),N Rawiller,W Y So,127.0,1118.0,8.0,11,12 12 10 13,1.22.62,17.0,2016-06-19,7,3,1400,GOOD TO FIRM,LAPIS LAZULI HANDICAP,TURF - C+3 COURSE,1165000,Sha Tin,當代沙皇(S167),羅理雅,蘇偉賢,1,好地至快地,青金石讓賽,草地 - C+3 賽道,沙田
13488,12,WV,9.0,HAPPY COOPERATION(T392),K Teetan,T P Yung,120.0,1148.0,,---,,---,,2016-06-22,7,3,1200,GOOD TO FIRM,LAI CHI CHONG HANDICAP,TURF - C COURSE,1165000,Happy Valley,合作愉快(T392),田泰安,容天鵬,1,好地至快地,荔枝莊讓賽,草地 - C 賽道,跑馬地
13489,12,13,10.0,LITTLE DRAGON(S264),H W Lai,P F Yiu,118.0,1051.0,10.0,9-3/4,10 5 4 5 13,2.01.76,48.0,2016-07-01,7,2,2000,GOOD TO FIRM,THE HONG KONG REUNIFICATION CUP (HANDICAP),TURF - A+3 COURSE,1650000,Sha Tin,小龍兒(S264),黎海榮,姚本輝,2,好地至快地,香港回歸盃（讓賽）,草地 - A+3 賽道,沙田
13490,12,13,9.0,GOLDEN CHOPSTICKS(P120),H W Lai,A Lee,121.0,1186.0,4.0,9-1/4,13 12 13,0.57.39,95.0,2016-09-18,7,3,1000,GOOD TO FIRM,WO TIK HANDICAP,TURF - C+3 COURSE,1235000,Sha Tin,金筷子(P120),黎海榮,李易達,1,好地至快地,禾笛讓賽,草地 - C+3 賽道,沙田
13491,12,WV,,APACHE SPIRIT(T095),Z Purton,C Fownes,123.0,1076.0,,---,,---,,2016-09-21,7,3,1200,GOOD TO FIRM,CHA KWO LING HANDICAP,TURF - C COURSE,1235000,Happy Valley,罕曾見(T095),潘頓,方嘉柏,1,好地至快地,茶果嶺讓賽,草地 - C 賽道,跑馬地
13492,12,WV,,PHOTON WILLIE(S199),N Rawiller,P O'Sullivan,127.0,1118.0,,---,,---,,2016-10-30,7,2,1650,GOOD,THE HONG KONG GOLF CLUB CENTENARY CUP (HANDICAP),TURF - A COURSE,1750000,Happy Valley,威利大大(S199),羅理雅,蘇保羅,1,好地,香港高爾夫球會百週年紀念盃（讓賽）,草地 - A 賽道,跑馬地
13493,12,13,14.0,HARMONY PARTNERS(V160),T H So,D Cruz,113.0,1095.0,14.0,14-1/2,12 12 11 13,1.24.99,99.0,2016-12-04,7,4,1400,GOOD TO FIRM,MIDDLE HANDICAP,TURF - C+3 COURSE,840000,Sha Tin,開心拍檔(V160),蘇狄雄,告達理,1,好地至快地,中間讓賽,草地 - C+3 賽道,沙田
